Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
19-Mar-22,Other,weighted,USA,Other*,0.1-0.3%,0.001794159
26-Mar-22,Other,weighted,USA,Other*,0.1-0.2%,0.001038519
2-Apr-22,Other,weighted,USA,Other*,0.2-0.5%,0.003200799
9-Apr-22,Other,weighted,USA,Other*,0.1-0.4%,0.00240574
16-Apr-22,Other,weighted,USA,Other*,0.2-0.4%,0.002773486
23-Apr-22,Other,weighted,USA,Other*,0.2-0.5%,0.003176365
30-Apr-22,Other,weighted,USA,Other*,0.2-0.4%,0.00289693
7-May-22,Other,weighted,USA,Other*,0.2-0.4%,0.003132005
14-May-22,Other,weighted,USA,Other*,0.1-0.3%,0.002147545
21-May-22,Other,weighted,USA,Other*,0.2-0.3%,0.002505842
28-May-22,Other,weighted,USA,Other*,0.1-0.3%,0.002183917
4-Jun-22,Other,weighted,USA,Other*,0.1-0.2%,0.001591796
11-Jun-22,Other,weighted,USA,Other*,0.1-0.2%,0.001420295
18-Jun-22,Other,weighted,USA,Other*,0.0-0.1%,0.000459247
25-Jun-22,Other,weighted,USA,Other*,0.0-0.1%,0.000506997
2-Jul-22,Other,weighted,USA,Other*,0.0-0.1%,0.000248642
9-Jul-22,Other,weighted,USA,Other*,0.0-0.0%,7.41E-05
16-Jul-22,Other,weighted,USA,Other*,0.0-0.0%,2.22E-05
23-Jul-22,Other,weighted,USA,Other*,NA,0
8-May-21,Other,weighted,1,Other*,97.7-98.9%,0.983875036
15-May-21,Other,weighted,1,Other*,95.9-98.6%,0.975082278
22-May-21,Other,weighted,1,Other*,93.6-97.2%,0.956785738
29-May-21,Other,weighted,1,Other*,91.0-96.3%,0.940557003
5-Jun-21,Other,weighted,1,Other*,86.6-96.6%,0.927220166
12-Jun-21,Other,weighted,1,Other*,91.9-97.4%,0.951446235
19-Jun-21,Other,weighted,1,Other*,67.4-81.1%,0.747161448
26-Jun-21,Other,weighted,1,Other*,56.4-75.0%,0.661709964
3-Jul-21,Other,weighted,1,Other*,40.9-56.2%,0.485601246
10-Jul-21,Other,weighted,1,Other*,16.0-29.2%,0.220966503
17-Jul-21,Other,weighted,1,Other*,6.0-12.1%,0.087314755
24-Jul-21,Other,weighted,1,Other*,2.7-7.0%,0.045325585
31-Jul-21,Other,weighted,1,Other*,2.8-7.0%,0.045899618
7-Aug-21,Other,weighted,1,Other*,1.4-3.4%,0.022140272
14-Aug-21,Other,weighted,1,Other*,0.8-2.0%,0.013500284
21-Aug-21,Other,weighted,1,Other*,0.8-2.7%,0.01531922
28-Aug-21,Other,weighted,1,Other*,0.4-2.6%,0.011182421
4-Sep-21,Other,weighted,1,Other*,0.2-1.2%,0.005311402
11-Sep-21,Other,weighted,1,Other*,0.1-0.5%,0.002414148
18-Sep-21,Other,weighted,1,Other*,0.1-0.9%,0.003109735
25-Sep-21,Other,weighted,1,Other*,0.1-1.9%,0.005997025
2-Oct-21,Other,weighted,1,Other*,0.1-1.8%,0.006026653
9-Oct-21,Other,weighted,1,Other*,0.1-1.7%,0.005264609
16-Oct-21,Other,weighted,1,Other*,0.1-1.5%,0.005393917
23-Oct-21,Other,weighted,1,Other*,0.1-1.9%,0.005864552
30-Oct-21,Other,weighted,1,Other*,0.2-2.2%,0.007664739
6-Nov-21,Other,weighted,1,Other*,0.1-2.1%,0.007103804
13-Nov-21,Other,weighted,1,Other*,0.2-2.4%,0.009279881
20-Nov-21,Other,weighted,1,Other*,0.3-2.9%,0.011252997
27-Nov-21,Other,weighted,1,Other*,0.1-2.6%,0.008197363
4-Dec-21,Other,weighted,1,Other*,0.0-0.4%,0.001056164
11-Dec-21,Other,weighted,1,Other*,0.0-0.5%,0.001416504
18-Dec-21,Other,weighted,1,Other*,0.2-1.6%,0.005945838
25-Dec-21,Other,weighted,1,Other*,0.1-3.6%,0.010362025
1-Jan-22,Other,weighted,1,Other*,0.3-4.2%,0.014559622
8-Jan-22,Other,weighted,1,Other*,0.1-0.6%,0.00249036
15-Jan-22,Other,weighted,1,Other*,0.0-0.7%,0.001780617
22-Jan-22,Other,weighted,1,Other*,NA,0
29-Jan-22,Other,weighted,1,Other*,0.0-0.5%,0.001446704
5-Feb-22,Other,weighted,1,Other*,NA,0
12-Feb-22,Other,weighted,1,Other*,0.0-0.4%,0.000758165
19-Feb-22,Other,weighted,1,Other*,0.0-0.3%,0.00044823
26-Feb-22,Other,weighted,1,Other*,NA,0
5-Mar-22,Other,weighted,1,Other*,NA,0
12-Mar-22,Other,weighted,1,Other*,0.0-0.2%,0.000327475
19-Mar-22,Other,weighted,1,Other*,0.0-0.3%,0.000922441
26-Mar-22,Other,weighted,1,Other*,0.0-0.8%,0.001612238
2-Apr-22,Other,weighted,1,Other*,0.1-0.6%,0.002180641
9-Apr-22,Other,weighted,1,Other*,0.1-0.4%,0.001838608
16-Apr-22,Other,weighted,1,Other*,0.2-0.6%,0.003490374
23-Apr-22,Other,weighted,1,Other*,0.1-0.5%,0.002591867
30-Apr-22,Other,weighted,1,Other*,0.0-0.5%,0.001344219
7-May-22,Other,weighted,1,Other*,0.0-0.2%,0.000993745
14-May-22,Other,weighted,1,Other*,0.1-0.4%,0.001720343
21-May-22,Other,weighted,1,Other*,0.0-0.7%,0.002412887
28-May-22,Other,weighted,1,Other*,0.0-0.3%,0.000576994
4-Jun-22,Other,weighted,1,Other*,0.0-0.5%,0.000742886
11-Jun-22,Other,weighted,1,Other*,NA,0
18-Jun-22,Other,weighted,1,Other*,0.0-0.7%,0.001273632
25-Jun-22,Other,weighted,1,Other*,0.0-0.5%,0.000793999
2-Jul-22,Other,weighted,1,Other*,NA,0
9-Jul-22,Other,weighted,1,Other*,NA,0
16-Jul-22,Other,weighted,1,Other*,NA,0
23-Jul-22,Other,weighted,1,Other*,NA,0
8-May-21,Other,weighted,2,Other*,96.6-99.4%,0.983667254
15-May-21,Other,weighted,2,Other*,93.6-98.4%,0.96542412
22-May-21,Other,weighted,2,Other*,91.6-98.9%,0.96429497
29-May-21,Other,weighted,2,Other*,83.8-98.2%,0.933736563
5-Jun-21,Other,weighted,2,Other*,75.0-95.5%,0.877776861
12-Jun-21,Other,weighted,2,Other*,63.7-82.0%,0.736194193
19-Jun-21,Other,weighted,2,Other*,52.9-72.5%,0.63128376
26-Jun-21,Other,weighted,2,Other*,30.7-60.2%,0.451775372
3-Jul-21,Other,weighted,2,Other*,20.9-41.2%,0.303700417
10-Jul-21,Other,weighted,2,Other*,10.7-30.7%,0.193024337
17-Jul-21,Other,weighted,2,Other*,10.3-20.3%,0.147705719
24-Jul-21,Other,weighted,2,Other*,3.7-5.9%,0.047061238
31-Jul-21,Other,weighted,2,Other*,1.6-6.0%,0.032977816
7-Aug-21,Other,weighted,2,Other*,1.5-3.7%,0.023993814
14-Aug-21,Other,weighted,2,Other*,0.5-1.9%,0.010016154
21-Aug-21,Other,weighted,2,Other*,0.4-2.3%,0.011070964
28-Aug-21,Other,weighted,2,Other*,0.5-8.6%,0.028541116
4-Sep-21,Other,weighted,2,Other*,0.4-2.9%,0.012347002
11-Sep-21,Other,weighted,2,Other*,0.1-0.7%,0.002959122
18-Sep-21,Other,weighted,2,Other*,0.2-5.4%,0.016008997
25-Sep-21,Other,weighted,2,Other*,0.2-1.5%,0.006429047
2-Oct-21,Other,weighted,2,Other*,0.3-3.8%,0.013331264
9-Oct-21,Other,weighted,2,Other*,0.3-3.3%,0.012865908
16-Oct-21,Other,weighted,2,Other*,0.2-1.6%,0.006835883
23-Oct-21,Other,weighted,2,Other*,0.2-3.1%,0.010933173
30-Oct-21,Other,weighted,2,Other*,0.1-2.4%,0.007789323
6-Nov-21,Other,weighted,2,Other*,0.5-4.0%,0.016266735
13-Nov-21,Other,weighted,2,Other*,0.5-4.3%,0.017693462
20-Nov-21,Other,weighted,2,Other*,0.7-5.7%,0.023093048
27-Nov-21,Other,weighted,2,Other*,0.4-4.3%,0.015896237
4-Dec-21,Other,weighted,2,Other*,0.1-1.1%,0.003557507
11-Dec-21,Other,weighted,2,Other*,0.5-1.6%,0.009546733
18-Dec-21,Other,weighted,2,Other*,0.2-3.4%,0.011127315
25-Dec-21,Other,weighted,2,Other*,0.3-2.6%,0.010186483
1-Jan-22,Other,weighted,2,Other*,0.9-6.7%,0.029083299
8-Jan-22,Other,weighted,2,Other*,0.1-1.4%,0.004450485
15-Jan-22,Other,weighted,2,Other*,0.1-1.0%,0.00325761
22-Jan-22,Other,weighted,2,Other*,NA,0
29-Jan-22,Other,weighted,2,Other*,0.0-0.5%,0.001791722
5-Feb-22,Other,weighted,2,Other*,NA,0
12-Feb-22,Other,weighted,2,Other*,NA,0
19-Feb-22,Other,weighted,2,Other*,NA,0
26-Feb-22,Other,weighted,2,Other*,0.0-0.3%,0.000459087
5-Mar-22,Other,weighted,2,Other*,NA,0
12-Mar-22,Other,weighted,2,Other*,NA,0
19-Mar-22,Other,weighted,2,Other*,0.0-0.5%,0.000848904
26-Mar-22,Other,weighted,2,Other*,0.0-0.2%,0.000276994
2-Apr-22,Other,weighted,2,Other*,0.0-0.6%,0.001534507
9-Apr-22,Other,weighted,2,Other*,0.0-0.3%,0.000889093
16-Apr-22,Other,weighted,2,Other*,0.0-0.2%,0.000367256
23-Apr-22,Other,weighted,2,Other*,0.0-0.4%,0.000937182
30-Apr-22,Other,weighted,2,Other*,0.0-1.1%,0.001929383
7-May-22,Other,weighted,2,Other*,0.1-0.5%,0.002296535
14-May-22,Other,weighted,2,Other*,0.0-0.3%,0.000813706
21-May-22,Other,weighted,2,Other*,0.0-0.4%,0.001331833
28-May-22,Other,weighted,2,Other*,0.0-0.2%,0.000231081
4-Jun-22,Other,weighted,2,Other*,0.0-0.5%,0.001379599
11-Jun-22,Other,weighted,2,Other*,NA,0
18-Jun-22,Other,weighted,2,Other*,0.0-0.2%,0.000271733
25-Jun-22,Other,weighted,2,Other*,NA,0
2-Jul-22,Other,weighted,2,Other*,NA,0
9-Jul-22,Other,weighted,2,Other*,NA,0
16-Jul-22,Other,weighted,2,Other*,NA,0
23-Jul-22,Other,weighted,2,Other*,NA,0
8-May-21,Other,weighted,3,Other*,98.6-99.7%,0.993068099
15-May-21,Other,weighted,3,Other*,98.0-99.6%,0.989817262
22-May-21,Other,weighted,3,Other*,96.4-99.0%,0.979659438
29-May-21,Other,weighted,3,Other*,95.5-98.7%,0.974896133
5-Jun-21,Other,weighted,3,Other*,91.1-97.0%,0.946035564
12-Jun-21,Other,weighted,3,Other*,86.4-95.5%,0.917318702
19-Jun-21,Other,weighted,3,Other*,75.1-89.7%,0.833320796
26-Jun-21,Other,weighted,3,Other*,30.4-77.3%,0.546029687
3-Jul-21,Other,weighted,3,Other*,31.7-49.3%,0.403036952
10-Jul-21,Other,weighted,3,Other*,23.1-38.9%,0.306055695
17-Jul-21,Other,weighted,3,Other*,10.9-19.4%,0.147449389
24-Jul-21,Other,weighted,3,Other*,5.0-9.8%,0.071285591
31-Jul-21,Other,weighted,3,Other*,1.9-3.5%,0.025902126
7-Aug-21,Other,weighted,3,Other*,1.2-2.7%,0.01834402
14-Aug-21,Other,weighted,3,Other*,0.5-1.6%,0.009461029
21-Aug-21,Other,weighted,3,Other*,0.3-1.3%,0.007052902
28-Aug-21,Other,weighted,3,Other*,0.3-1.9%,0.008613062
4-Sep-21,Other,weighted,3,Other*,0.2-1.3%,0.005370598
11-Sep-21,Other,weighted,3,Other*,0.1-1.1%,0.004482414
18-Sep-21,Other,weighted,3,Other*,0.2-1.4%,0.005639622
25-Sep-21,Other,weighted,3,Other*,0.2-2.6%,0.009849359
2-Oct-21,Other,weighted,3,Other*,0.2-2.4%,0.008971102
9-Oct-21,Other,weighted,3,Other*,0.4-2.3%,0.010788964
16-Oct-21,Other,weighted,3,Other*,0.4-2.4%,0.010802912
23-Oct-21,Other,weighted,3,Other*,0.3-3.1%,0.011054765
30-Oct-21,Other,weighted,3,Other*,0.3-2.1%,0.008613979
6-Nov-21,Other,weighted,3,Other*,0.5-4.3%,0.017833035
13-Nov-21,Other,weighted,3,Other*,0.3-2.8%,0.011180504
20-Nov-21,Other,weighted,3,Other*,0.5-5.2%,0.020392904
27-Nov-21,Other,weighted,3,Other*,0.1-4.0%,0.011008224
4-Dec-21,Other,weighted,3,Other*,0.1-1.1%,0.00364177
11-Dec-21,Other,weighted,3,Other*,0.1-0.7%,0.002483478
18-Dec-21,Other,weighted,3,Other*,0.3-1.6%,0.007232619
25-Dec-21,Other,weighted,3,Other*,0.5-2.9%,0.013341536
1-Jan-22,Other,weighted,3,Other*,0.6-5.3%,0.021472313
8-Jan-22,Other,weighted,3,Other*,0.2-2.2%,0.007494351
15-Jan-22,Other,weighted,3,Other*,0.0-0.6%,0.001597886
22-Jan-22,Other,weighted,3,Other*,0.0-0.3%,0.001065971
29-Jan-22,Other,weighted,3,Other*,0.1-0.4%,0.001777255
5-Feb-22,Other,weighted,3,Other*,0.0-0.2%,0.000240071
12-Feb-22,Other,weighted,3,Other*,NA,0
19-Feb-22,Other,weighted,3,Other*,0.0-0.5%,0.000872927
26-Feb-22,Other,weighted,3,Other*,0.0-0.4%,0.001127988
5-Mar-22,Other,weighted,3,Other*,0.0-0.6%,0.001119187
12-Mar-22,Other,weighted,3,Other*,NA,0
19-Mar-22,Other,weighted,3,Other*,0.1-1.0%,0.003055769
26-Mar-22,Other,weighted,3,Other*,0.0-0.4%,0.000624474
2-Apr-22,Other,weighted,3,Other*,0.0-0.3%,0.000354771
9-Apr-22,Other,weighted,3,Other*,0.0-0.4%,0.001446109
16-Apr-22,Other,weighted,3,Other*,0.0-0.3%,0.000447675
23-Apr-22,Other,weighted,3,Other*,0.0-0.5%,0.001898956
30-Apr-22,Other,weighted,3,Other*,0.1-0.6%,0.003216941
7-May-22,Other,weighted,3,Other*,0.0-0.4%,0.001113995
14-May-22,Other,weighted,3,Other*,0.0-0.4%,0.001286264
21-May-22,Other,weighted,3,Other*,0.0-0.3%,0.001352675
28-May-22,Other,weighted,3,Other*,0.0-0.3%,0.001035833
4-Jun-22,Other,weighted,3,Other*,0.0-0.3%,0.000454769
11-Jun-22,Other,weighted,3,Other*,0.2-0.8%,0.004080577
18-Jun-22,Other,weighted,3,Other*,0.0-0.3%,0.00012785
25-Jun-22,Other,weighted,3,Other*,NA,0
2-Jul-22,Other,weighted,3,Other*,NA,0
9-Jul-22,Other,weighted,3,Other*,NA,0
16-Jul-22,Other,weighted,3,Other*,NA,0
23-Jul-22,Other,weighted,3,Other*,NA,0
8-May-21,Other,weighted,4,Other*,97.0-98.9%,0.980990589
15-May-21,Other,weighted,4,Other*,97.0-99.4%,0.985341668
22-May-21,Other,weighted,4,Other*,96.3-98.7%,0.977234781
29-May-21,Other,weighted,4,Other*,95.4-98.3%,0.971174121
5-Jun-21,Other,weighted,4,Other*,91.1-96.2%,0.940624177
12-Jun-21,Other,weighted,4,Other*,77.9-87.8%,0.832451999
19-Jun-21,Other,weighted,4,Other*,68.8-78.8%,0.740714371
26-Jun-21,Other,weighted,4,Other*,52.9-61.5%,0.57210815
3-Jul-21,Other,weighted,4,Other*,30.9-41.1%,0.358557105
10-Jul-21,Other,weighted,4,Other*,18.0-25.9%,0.217397749
17-Jul-21,Other,weighted,4,Other*,10.4-17.5%,0.136681527
24-Jul-21,Other,weighted,4,Other*,5.0-7.9%,0.063600495
31-Jul-21,Other,weighted,4,Other*,3.0-6.0%,0.042881746
7-Aug-21,Other,weighted,4,Other*,2.5-6.2%,0.040830664
14-Aug-21,Other,weighted,4,Other*,1.0-2.5%,0.016422926
21-Aug-21,Other,weighted,4,Other*,0.9-3.7%,0.019244013
28-Aug-21,Other,weighted,4,Other*,1.1-4.7%,0.02485612
4-Sep-21,Other,weighted,4,Other*,0.7-3.0%,0.016057227
11-Sep-21,Other,weighted,4,Other*,0.7-2.7%,0.014551209
18-Sep-21,Other,weighted,4,Other*,1.0-3.6%,0.020244502
25-Sep-21,Other,weighted,4,Other*,1.1-3.1%,0.018931527
2-Oct-21,Other,weighted,4,Other*,1.0-3.5%,0.019563945
9-Oct-21,Other,weighted,4,Other*,1.2-4.3%,0.024197778
16-Oct-21,Other,weighted,4,Other*,0.7-3.2%,0.015833529
23-Oct-21,Other,weighted,4,Other*,1.1-4.9%,0.025338622
30-Oct-21,Other,weighted,4,Other*,0.7-3.2%,0.016420659
6-Nov-21,Other,weighted,4,Other*,1.5-5.2%,0.029480884
13-Nov-21,Other,weighted,4,Other*,1.2-4.3%,0.023854904
20-Nov-21,Other,weighted,4,Other*,1.3-5.1%,0.027393695
27-Nov-21,Other,weighted,4,Other*,0.5-2.8%,0.012993872
4-Dec-21,Other,weighted,4,Other*,0.2-1.6%,0.006045328
11-Dec-21,Other,weighted,4,Other*,0.1-0.4%,0.001785106
18-Dec-21,Other,weighted,4,Other*,0.5-1.5%,0.008641579
25-Dec-21,Other,weighted,4,Other*,0.6-2.3%,0.012875281
1-Jan-22,Other,weighted,4,Other*,1.2-4.2%,0.023515938
8-Jan-22,Other,weighted,4,Other*,0.3-2.9%,0.010815024
15-Jan-22,Other,weighted,4,Other*,0.2-1.7%,0.0062454
22-Jan-22,Other,weighted,4,Other*,0.0-0.8%,0.002336824
29-Jan-22,Other,weighted,4,Other*,0.1-0.4%,0.001801613
5-Feb-22,Other,weighted,4,Other*,0.0-0.7%,0.001922322
12-Feb-22,Other,weighted,4,Other*,0.0-0.6%,0.001538392
19-Feb-22,Other,weighted,4,Other*,0.0-0.2%,0.000924894
26-Feb-22,Other,weighted,4,Other*,0.0-0.3%,0.001026416
5-Mar-22,Other,weighted,4,Other*,0.0-0.2%,0.000209653
12-Mar-22,Other,weighted,4,Other*,0.0-1.1%,0.001817299
19-Mar-22,Other,weighted,4,Other*,0.0-1.0%,0.003071191
26-Mar-22,Other,weighted,4,Other*,NA,0
2-Apr-22,Other,weighted,4,Other*,0.1-1.8%,0.005198708
9-Apr-22,Other,weighted,4,Other*,0.0-0.4%,0.001409242
16-Apr-22,Other,weighted,4,Other*,0.1-1.3%,0.004102472
23-Apr-22,Other,weighted,4,Other*,0.2-0.7%,0.003751686
30-Apr-22,Other,weighted,4,Other*,0.2-0.7%,0.00388111
7-May-22,Other,weighted,4,Other*,0.2-0.7%,0.004463809
14-May-22,Other,weighted,4,Other*,0.1-0.7%,0.003118835
21-May-22,Other,weighted,4,Other*,0.1-0.4%,0.002011555
28-May-22,Other,weighted,4,Other*,0.1-0.6%,0.002939495
4-Jun-22,Other,weighted,4,Other*,0.0-0.2%,0.00086189
11-Jun-22,Other,weighted,4,Other*,0.0-0.2%,0.000618071
18-Jun-22,Other,weighted,4,Other*,NA,0
25-Jun-22,Other,weighted,4,Other*,NA,0
2-Jul-22,Other,weighted,4,Other*,0.0-0.2%,0.000631002
9-Jul-22,Other,weighted,4,Other*,NA,0
16-Jul-22,Other,weighted,4,Other*,NA,0
23-Jul-22,Other,weighted,4,Other*,NA,0
8-May-21,Other,weighted,5,Other*,98.5-99.5%,0.990796387
15-May-21,Other,weighted,5,Other*,97.3-99.1%,0.984054685
22-May-21,Other,weighted,5,Other*,95.1-98.4%,0.970961094
29-May-21,Other,weighted,5,Other*,91.2-97.2%,0.947683096
5-Jun-21,Other,weighted,5,Other*,82.9-95.1%,0.902209282
12-Jun-21,Other,weighted,5,Other*,75.5-85.6%,0.809366167
19-Jun-21,Other,weighted,5,Other*,58.2-78.0%,0.687366426
26-Jun-21,Other,weighted,5,Other*,39.7-59.5%,0.495866865
3-Jul-21,Other,weighted,5,Other*,27.3-39.8%,0.333452761
10-Jul-21,Other,weighted,5,Other*,11.3-17.3%,0.14096342
17-Jul-21,Other,weighted,5,Other*,7.8-15.2%,0.111338325
24-Jul-21,Other,weighted,5,Other*,3.5-7.1%,0.050619546
31-Jul-21,Other,weighted,5,Other*,1.9-3.5%,0.026104763
7-Aug-21,Other,weighted,5,Other*,1.5-3.3%,0.022693191
14-Aug-21,Other,weighted,5,Other*,0.5-1.5%,0.008833261
21-Aug-21,Other,weighted,5,Other*,0.4-2.3%,0.010454076
28-Aug-21,Other,weighted,5,Other*,0.9-3.8%,0.020152969
4-Sep-21,Other,weighted,5,Other*,0.4-1.6%,0.008851026
11-Sep-21,Other,weighted,5,Other*,0.7-2.0%,0.012278407
18-Sep-21,Other,weighted,5,Other*,0.7-2.2%,0.013250111
25-Sep-21,Other,weighted,5,Other*,0.7-2.6%,0.014435228
2-Oct-21,Other,weighted,5,Other*,0.9-2.3%,0.014829383
9-Oct-21,Other,weighted,5,Other*,1.0-2.6%,0.017024696
16-Oct-21,Other,weighted,5,Other*,0.7-2.6%,0.014164838
23-Oct-21,Other,weighted,5,Other*,0.8-2.8%,0.016177738
30-Oct-21,Other,weighted,5,Other*,0.6-2.4%,0.012816414
6-Nov-21,Other,weighted,5,Other*,1.0-3.8%,0.020952282
13-Nov-21,Other,weighted,5,Other*,1.0-3.8%,0.020697653
20-Nov-21,Other,weighted,5,Other*,1.2-4.0%,0.022938089
27-Nov-21,Other,weighted,5,Other*,0.4-2.8%,0.012429027
4-Dec-21,Other,weighted,5,Other*,0.1-0.8%,0.003249398
11-Dec-21,Other,weighted,5,Other*,0.2-1.0%,0.005129911
18-Dec-21,Other,weighted,5,Other*,0.6-1.6%,0.009984211
25-Dec-21,Other,weighted,5,Other*,0.9-3.0%,0.017371189
1-Jan-22,Other,weighted,5,Other*,1.0-4.2%,0.021913737
8-Jan-22,Other,weighted,5,Other*,0.3-2.3%,0.00983224
15-Jan-22,Other,weighted,5,Other*,0.1-0.6%,0.00304649
22-Jan-22,Other,weighted,5,Other*,0.0-0.2%,0.000518845
29-Jan-22,Other,weighted,5,Other*,0.0-0.3%,0.00111969
5-Feb-22,Other,weighted,5,Other*,NA,0
12-Feb-22,Other,weighted,5,Other*,0.0-0.2%,0.000370214
19-Feb-22,Other,weighted,5,Other*,0.0-0.3%,0.000869686
26-Feb-22,Other,weighted,5,Other*,0.1-0.7%,0.002942507
5-Mar-22,Other,weighted,5,Other*,0.1-0.8%,0.003423042
12-Mar-22,Other,weighted,5,Other*,0.1-1.0%,0.003414226
19-Mar-22,Other,weighted,5,Other*,0.1-0.7%,0.00269816
26-Mar-22,Other,weighted,5,Other*,0.0-0.4%,0.001100314
2-Apr-22,Other,weighted,5,Other*,0.2-1.3%,0.005326763
9-Apr-22,Other,weighted,5,Other*,0.0-0.4%,0.001334689
16-Apr-22,Other,weighted,5,Other*,0.1-0.7%,0.002681934
23-Apr-22,Other,weighted,5,Other*,0.1-0.8%,0.002844423
30-Apr-22,Other,weighted,5,Other*,0.0-0.3%,0.001220304
7-May-22,Other,weighted,5,Other*,0.2-1.0%,0.004551269
14-May-22,Other,weighted,5,Other*,0.0-0.3%,0.001154825
21-May-22,Other,weighted,5,Other*,0.1-0.6%,0.002278536
28-May-22,Other,weighted,5,Other*,0.0-0.3%,0.000867594
4-Jun-22,Other,weighted,5,Other*,0.0-0.4%,0.001242372
11-Jun-22,Other,weighted,5,Other*,0.0-0.3%,0.000726909
18-Jun-22,Other,weighted,5,Other*,0.0-0.2%,0.000379419
25-Jun-22,Other,weighted,5,Other*,0.0-0.8%,0.001402276
2-Jul-22,Other,weighted,5,Other*,NA,0
9-Jul-22,Other,weighted,5,Other*,NA,0
16-Jul-22,Other,weighted,5,Other*,NA,0
23-Jul-22,Other,weighted,5,Other*,NA,0
8-May-21,Other,weighted,6,Other*,94.5-98.2%,0.966856658
15-May-21,Other,weighted,6,Other*,94.0-98.1%,0.964327991
22-May-21,Other,weighted,6,Other*,92.3-96.3%,0.945388138
29-May-21,Other,weighted,6,Other*,88.4-94.5%,0.918568909
5-Jun-21,Other,weighted,6,Other*,77.3-85.9%,0.818845391
12-Jun-21,Other,weighted,6,Other*,60.7-79.1%,0.704741776
19-Jun-21,Other,weighted,6,Other*,50.9-70.9%,0.61257565
26-Jun-21,Other,weighted,6,Other*,39.6-51.7%,0.456150323
3-Jul-21,Other,weighted,6,Other*,24.9-36.0%,0.302559972
10-Jul-21,Other,weighted,6,Other*,14.0-22.6%,0.179856524
17-Jul-21,Other,weighted,6,Other*,11.9-19.4%,0.153533652
24-Jul-21,Other,weighted,6,Other*,4.0-8.2%,0.058493707
31-Jul-21,Other,weighted,6,Other*,2.6-4.8%,0.035863575
7-Aug-21,Other,weighted,6,Other*,3.0-7.8%,0.049922485
14-Aug-21,Other,weighted,6,Other*,1.0-2.0%,0.014147555
21-Aug-21,Other,weighted,6,Other*,0.6-4.1%,0.018222425
28-Aug-21,Other,weighted,6,Other*,1.0-7.5%,0.031579122
4-Sep-21,Other,weighted,6,Other*,0.4-3.8%,0.015481934
11-Sep-21,Other,weighted,6,Other*,0.5-3.9%,0.015973095
18-Sep-21,Other,weighted,6,Other*,1.0-5.2%,0.025481271
25-Sep-21,Other,weighted,6,Other*,0.5-5.6%,0.020688552
2-Oct-21,Other,weighted,6,Other*,0.9-6.2%,0.026704457
9-Oct-21,Other,weighted,6,Other*,0.9-6.0%,0.026672902
16-Oct-21,Other,weighted,6,Other*,0.8-6.4%,0.027012723
23-Oct-21,Other,weighted,6,Other*,0.4-7.5%,0.024239894
30-Oct-21,Other,weighted,6,Other*,0.7-5.4%,0.022495298
6-Nov-21,Other,weighted,6,Other*,1.2-8.7%,0.037059959
13-Nov-21,Other,weighted,6,Other*,1.0-6.5%,0.029412944
20-Nov-21,Other,weighted,6,Other*,1.1-6.6%,0.030023795
27-Nov-21,Other,weighted,6,Other*,0.4-4.5%,0.016477646
4-Dec-21,Other,weighted,6,Other*,0.0-2.4%,0.005584708
11-Dec-21,Other,weighted,6,Other*,0.1-0.7%,0.002859655
18-Dec-21,Other,weighted,6,Other*,0.2-1.8%,0.006907566
25-Dec-21,Other,weighted,6,Other*,0.3-3.7%,0.013523373
1-Jan-22,Other,weighted,6,Other*,0.2-5.0%,0.015002104
8-Jan-22,Other,weighted,6,Other*,0.0-2.2%,0.005284675
15-Jan-22,Other,weighted,6,Other*,0.0-0.6%,0.001792617
22-Jan-22,Other,weighted,6,Other*,0.0-0.3%,0.000750986
29-Jan-22,Other,weighted,6,Other*,0.0-0.2%,0.000645424
5-Feb-22,Other,weighted,6,Other*,NA,0
12-Feb-22,Other,weighted,6,Other*,NA,0
19-Feb-22,Other,weighted,6,Other*,0.0-0.4%,0.001098789
26-Feb-22,Other,weighted,6,Other*,0.0-0.5%,0.001135514
5-Mar-22,Other,weighted,6,Other*,0.0-0.7%,0.001229147
12-Mar-22,Other,weighted,6,Other*,NA,0
19-Mar-22,Other,weighted,6,Other*,NA,0
26-Mar-22,Other,weighted,6,Other*,0.0-1.0%,0.002763765
2-Apr-22,Other,weighted,6,Other*,0.0-0.9%,0.001497055
9-Apr-22,Other,weighted,6,Other*,0.2-1.4%,0.006224985
16-Apr-22,Other,weighted,6,Other*,0.1-2.8%,0.006815983
23-Apr-22,Other,weighted,6,Other*,0.0-0.8%,0.001066091
30-Apr-22,Other,weighted,6,Other*,NA,0
7-May-22,Other,weighted,6,Other*,0.0-1.7%,0.002671353
14-May-22,Other,weighted,6,Other*,0.0-0.4%,0.000490221
21-May-22,Other,weighted,6,Other*,0.0-0.8%,0.002093171
28-May-22,Other,weighted,6,Other*,0.1-1.2%,0.003815464
4-Jun-22,Other,weighted,6,Other*,0.0-0.6%,0.001549414
11-Jun-22,Other,weighted,6,Other*,0.0-0.3%,0.000725092
18-Jun-22,Other,weighted,6,Other*,0.0-0.4%,0.000643428
25-Jun-22,Other,weighted,6,Other*,NA,0
2-Jul-22,Other,weighted,6,Other*,NA,0
9-Jul-22,Other,weighted,6,Other*,NA,0
16-Jul-22,Other,weighted,6,Other*,NA,0
23-Jul-22,Other,weighted,6,Other*,NA,0
